0.0506,0,0.072402,0.068308,0.16237,0.04989,0.0032572,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044263,0.012009,0.0017143,0.011814
0.050597,0,0.072402,0.068308,0.16238,0.04989,0.0032588,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044263,0.012009,0.0017143,0.011815
0.050595,0,0.072401,0.068308,0.16238,0.049891,0.0032603,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044263,0.012009,0.0017143,0.011816
0.050593,0,0.072401,0.068308,0.16238,0.049891,0.0032618,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044263,0.012009,0.0017143,0.011817
0.05059,0,0.0724,0.068307,0.16238,0.049891,0.0032634,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044263,0.012009,0.0017142,0.011817
0.050588,0,0.0724,0.068307,0.16238,0.049892,0.0032649,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044262,0.012009,0.0017142,0.011818
0.050585,0,0.0724,0.068307,0.16238,0.049892,0.0032664,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044262,0.012009,0.0017142,0.011819
0.050583,0,0.072399,0.068307,0.16238,0.049892,0.003268,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044262,0.012009,0.0017142,0.01182
0.05058,0,0.072399,0.068306,0.16238,0.049893,0.0032695,1.9962e-005,0.016248,0.15437,0,0.070381,0.32219,0,0,0,0.0044262,0.012009,0.0017142,0.01182
0.050578,0,0.072398,0.068306,0.16238,0.049893,0.0032711,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044262,0.012009,0.0017142,0.011821
0.050576,0,0.072398,0.068306,0.16238,0.049894,0.0032726,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044262,0.012009,0.0017142,0.011822
0.050573,0,0.072397,0.068306,0.16239,0.049894,0.0032741,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044262,0.012009,0.0017142,0.011823
0.050571,0,0.072397,0.068305,0.16239,0.049894,0.0032757,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044262,0.012009,0.0017142,0.011823
0.050568,0,0.072396,0.068305,0.16239,0.049895,0.0032772,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044262,0.012009,0.0017142,0.011824
0.050566,0,0.072396,0.068305,0.16239,0.049895,0.0032787,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012009,0.0017142,0.011825
0.050563,0,0.072395,0.068305,0.16239,0.049895,0.0032803,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012009,0.0017141,0.011826
0.050561,0,0.072395,0.068304,0.16239,0.049896,0.0032818,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012009,0.0017141,0.011826
0.050559,0,0.072395,0.068304,0.16239,0.049896,0.0032834,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012009,0.0017141,0.011827
0.050556,0,0.072394,0.068304,0.16239,0.049897,0.0032849,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012009,0.0017141,0.011828
0.050554,0,0.072394,0.068303,0.16239,0.049897,0.0032864,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012008,0.0017141,0.011828
0.050551,0,0.072393,0.068303,0.1624,0.049897,0.003288,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012008,0.0017141,0.011829
0.050549,0,0.072393,0.068303,0.1624,0.049898,0.0032895,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012008,0.0017141,0.01183
0.050547,0,0.072392,0.068303,0.1624,0.049898,0.003291,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.0044261,0.012008,0.0017141,0.011831
0.050544,0,0.072392,0.068302,0.1624,0.049898,0.0032926,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.0017141,0.011831
0.050542,0,0.072391,0.068302,0.1624,0.049899,0.0032941,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.0017141,0.011832
0.050539,0,0.072391,0.068302,0.1624,0.049899,0.0032956,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.0017141,0.011833
0.050537,0,0.072391,0.068302,0.1624,0.0499,0.0032972,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.001714,0.011834
0.050534,0,0.07239,0.068301,0.1624,0.0499,0.0032987,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.001714,0.011834
0.050532,0,0.07239,0.068301,0.1624,0.0499,0.0033003,1.9962e-005,0.016248,0.15437,0,0.070381,0.32218,0,0,0,0.004426,0.012008,0.001714,0.011835
0.05053,0,0.072389,0.068301,0.1624,0.049901,0.0033018,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.004426,0.012008,0.001714,0.011836
0.050527,0,0.072389,0.068301,0.16241,0.049901,0.0033033,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.004426,0.012008,0.001714,0.011837
0.050525,0,0.072388,0.0683,0.16241,0.049901,0.0033049,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.004426,0.012008,0.001714,0.011837
0.050522,0,0.072388,0.0683,0.16241,0.049902,0.0033064,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.001714,0.011838
0.05052,0,0.072387,0.0683,0.16241,0.049902,0.0033079,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.001714,0.011839
0.050517,0,0.072387,0.068299,0.16241,0.049903,0.0033095,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.001714,0.01184
0.050515,0,0.072386,0.068299,0.16241,0.049903,0.003311,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.001714,0.01184
0.050513,0,0.072386,0.068299,0.16241,0.049903,0.0033126,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.001714,0.011841
0.05051,0,0.072386,0.068299,0.16241,0.049904,0.0033141,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.0017139,0.011842
0.050508,0,0.072385,0.068298,0.16241,0.049904,0.0033156,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012008,0.0017139,0.011843
0.050505,0,0.072385,0.068298,0.16242,0.049904,0.0033172,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012007,0.0017139,0.011843
0.050503,0,0.072384,0.068298,0.16242,0.049905,0.0033187,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012007,0.0017139,0.011844
0.0505,0,0.072384,0.068298,0.16242,0.049905,0.0033202,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044259,0.012007,0.0017139,0.011845
0.050498,0,0.072383,0.068297,0.16242,0.049906,0.0033218,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011846
0.050496,0,0.072383,0.068297,0.16242,0.049906,0.0033233,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011846
0.050493,0,0.072382,0.068297,0.16242,0.049906,0.0033249,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011847
0.050491,0,0.072382,0.068297,0.16242,0.049907,0.0033264,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011848
0.050488,0,0.072381,0.068296,0.16242,0.049907,0.0033279,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011848
0.050486,0,0.072381,0.068296,0.16242,0.049907,0.0033295,1.9962e-005,0.016248,0.15437,0,0.070381,0.32217,0,0,0,0.0044258,0.012007,0.0017139,0.011849
0.050483,0,0.072381,0.068296,0.16243,0.049908,0.003331,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044258,0.012007,0.0017138,0.01185
0.050481,0,0.07238,0.068295,0.16243,0.049908,0.0033325,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044258,0.012007,0.0017138,0.011851
0.050479,0,0.07238,0.068295,0.16243,0.049909,0.0033341,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044258,0.012007,0.0017138,0.011851
0.050476,0,0.072379,0.068295,0.16243,0.049909,0.0033356,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011852
0.050474,0,0.072379,0.068295,0.16243,0.049909,0.0033372,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011853
0.050471,0,0.072378,0.068294,0.16243,0.04991,0.0033387,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011854
0.050469,0,0.072378,0.068294,0.16243,0.04991,0.0033402,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011854
0.050467,0,0.072377,0.068294,0.16243,0.04991,0.0033418,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011855
0.050464,0,0.072377,0.068294,0.16243,0.049911,0.0033433,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011856
0.050462,0,0.072377,0.068293,0.16243,0.049911,0.0033448,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017138,0.011857
0.050459,0,0.072376,0.068293,0.16244,0.049912,0.0033464,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012007,0.0017137,0.011857
0.050457,0,0.072376,0.068293,0.16244,0.049912,0.0033479,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044257,0.012006,0.0017137,0.011858
0.050454,0,0.072375,0.068293,0.16244,0.049912,0.0033494,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.011859
0.050452,0,0.072375,0.068292,0.16244,0.049913,0.003351,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.01186
0.05045,0,0.072374,0.068292,0.16244,0.049913,0.0033525,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.01186
0.050447,0,0.072374,0.068292,0.16244,0.049914,0.0033541,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.011861
0.050445,0,0.072373,0.068291,0.16244,0.049914,0.0033556,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.011862
0.050442,0,0.072373,0.068291,0.16244,0.049914,0.0033571,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.011863
0.05044,0,0.072372,0.068291,0.16244,0.049915,0.0033587,1.9962e-005,0.016248,0.15437,0,0.070381,0.32216,0,0,0,0.0044256,0.012006,0.0017137,0.011863
0.050437,0,0.072372,0.068291,0.16245,0.049915,0.0033602,1.9962e-005,0.016248,0.15437,0,0.070381,0.32215,0,0,0,0.0044256,0.012006,0.0017137,0.011864
0.050435,0,0.072372,0.06829,0.16245,0.049915,0.0033617,1.9962e-005,0.016248,0.15437,0,0.070381,0.32215,0,0,0,0.0044256,0.012006,0.0017137,0.011865
0.050433,0,0.072371,0.06829,0.16245,0.049916,0.0033633,1.9962e-005,0.016248,0.15437,0,0.070381,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011866
0.05043,0,0.072371,0.06829,0.16245,0.049916,0.0033648,1.9962e-005,0.016248,0.15437,0,0.070381,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011866
0.050428,0,0.07237,0.06829,0.16245,0.049917,0.0033664,1.9962e-005,0.016248,0.15437,0,0.070381,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011867
0.050425,0,0.07237,0.068289,0.16245,0.049917,0.0033679,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011868
0.050423,0,0.072369,0.068289,0.16245,0.049917,0.0033694,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011868
0.05042,0,0.072369,0.068289,0.16245,0.049918,0.003371,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011869
0.050418,0,0.072368,0.068289,0.16245,0.049918,0.0033725,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.01187
0.050416,0,0.072368,0.068288,0.16245,0.049918,0.003374,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011871
0.050413,0,0.072367,0.068288,0.16246,0.049919,0.0033756,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044255,0.012006,0.0017136,0.011871
0.050411,0,0.072367,0.068288,0.16246,0.049919,0.0033771,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012006,0.0017136,0.011872
0.050408,0,0.072367,0.068287,0.16246,0.04992,0.0033787,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017136,0.011873
0.050406,0,0.072366,0.068287,0.16246,0.04992,0.0033802,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011874
0.050403,0,0.072366,0.068287,0.16246,0.04992,0.0033817,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011874
0.050401,0,0.072365,0.068287,0.16246,0.049921,0.0033833,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011875
0.050399,0,0.072365,0.068286,0.16246,0.049921,0.0033848,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011876
0.050396,0,0.072364,0.068286,0.16246,0.049921,0.0033863,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011877
0.050394,0,0.072364,0.068286,0.16246,0.049922,0.0033879,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011877
0.050391,0,0.072363,0.068286,0.16247,0.049922,0.0033894,1.9962e-005,0.016248,0.15437,0,0.070382,0.32215,0,0,0,0.0044254,0.012005,0.0017135,0.011878
0.050389,0,0.072363,0.068285,0.16247,0.049923,0.003391,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017135,0.011879
0.050387,0,0.072363,0.068285,0.16247,0.049923,0.0033925,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017135,0.01188
0.050384,0,0.072362,0.068285,0.16247,0.049923,0.003394,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017135,0.01188
0.050382,0,0.072362,0.068285,0.16247,0.049924,0.0033956,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017135,0.011881
0.050379,0,0.072361,0.068284,0.16247,0.049924,0.0033971,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017134,0.011882
0.050377,0,0.072361,0.068284,0.16247,0.049924,0.0033986,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017134,0.011883
0.050374,0,0.07236,0.068284,0.16247,0.049925,0.0034002,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017134,0.011883
0.050372,0,0.07236,0.068284,0.16247,0.049925,0.0034017,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017134,0.011884
0.05037,0,0.072359,0.068283,0.16248,0.049926,0.0034033,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044253,0.012005,0.0017134,0.011885
0.050367,0,0.072359,0.068283,0.16248,0.049926,0.0034048,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012005,0.0017134,0.011886
0.050365,0,0.072358,0.068283,0.16248,0.049926,0.0034063,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012005,0.0017134,0.011886
0.050362,0,0.072358,0.068282,0.16248,0.049927,0.0034079,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012005,0.0017134,0.011887
0.05036,0,0.072358,0.068282,0.16248,0.049927,0.0034094,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017134,0.011888
0.050357,0,0.072357,0.068282,0.16248,0.049927,0.0034109,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017134,0.011889
0.050355,0,0.072357,0.068282,0.16248,0.049928,0.0034125,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017134,0.011889
0.050353,0,0.072356,0.068281,0.16248,0.049928,0.003414,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017133,0.01189
0.05035,0,0.072356,0.068281,0.16248,0.049929,0.0034155,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017133,0.011891
0.050348,0,0.072355,0.068281,0.16248,0.049929,0.0034171,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017133,0.011891
0.050345,0,0.072355,0.068281,0.16249,0.049929,0.0034186,1.9962e-005,0.016248,0.15437,0,0.070382,0.32214,0,0,0,0.0044252,0.012004,0.0017133,0.011892
0.050343,0,0.072354,0.06828,0.16249,0.04993,0.0034202,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011893
0.05034,0,0.072354,0.06828,0.16249,0.04993,0.0034217,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011894
0.050338,0,0.072353,0.06828,0.16249,0.04993,0.0034232,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011894
0.050336,0,0.072353,0.06828,0.16249,0.049931,0.0034248,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011895
0.050333,0,0.072353,0.068279,0.16249,0.049931,0.0034263,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011896
0.050331,0,0.072352,0.068279,0.16249,0.049932,0.0034278,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011897
0.050328,0,0.072352,0.068279,0.16249,0.049932,0.0034294,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017133,0.011897
0.050326,0,0.072351,0.068278,0.16249,0.049932,0.0034309,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017132,0.011898
0.050323,0,0.072351,0.068278,0.1625,0.049933,0.0034325,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044251,0.012004,0.0017132,0.011899
0.050321,0,0.07235,0.068278,0.1625,0.049933,0.003434,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012004,0.0017132,0.0119
0.050319,0,0.07235,0.068278,0.1625,0.049933,0.0034355,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012004,0.0017132,0.0119
0.050316,0,0.072349,0.068277,0.1625,0.049934,0.0034371,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012004,0.0017132,0.011901
0.050314,0,0.072349,0.068277,0.1625,0.049934,0.0034386,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012004,0.0017132,0.011902
0.050311,0,0.072349,0.068277,0.1625,0.049935,0.0034401,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012003,0.0017132,0.011903
0.050309,0,0.072348,0.068277,0.1625,0.049935,0.0034417,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012003,0.0017132,0.011903
0.050306,0,0.072348,0.068276,0.1625,0.049935,0.0034432,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012003,0.0017132,0.011904
0.050304,0,0.072347,0.068276,0.1625,0.049936,0.0034448,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012003,0.0017132,0.011905
0.050302,0,0.072347,0.068276,0.1625,0.049936,0.0034463,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.004425,0.012003,0.0017132,0.011906
0.050299,0,0.072346,0.068276,0.16251,0.049936,0.0034478,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044249,0.012003,0.0017131,0.011906
0.050297,0,0.072346,0.068275,0.16251,0.049937,0.0034494,1.9962e-005,0.016248,0.15437,0,0.070382,0.32213,0,0,0,0.0044249,0.012003,0.0017131,0.011907
0.050294,0,0.072345,0.068275,0.16251,0.049937,0.0034509,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011908
0.050292,0,0.072345,0.068275,0.16251,0.049938,0.0034524,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011909
0.05029,0,0.072344,0.068274,0.16251,0.049938,0.003454,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011909
0.050287,0,0.072344,0.068274,0.16251,0.049938,0.0034555,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.01191
0.050285,0,0.072344,0.068274,0.16251,0.049939,0.0034571,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011911
0.050282,0,0.072343,0.068274,0.16251,0.049939,0.0034586,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011911
0.05028,0,0.072343,0.068273,0.16251,0.049939,0.0034601,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044249,0.012003,0.0017131,0.011912
0.050277,0,0.072342,0.068273,0.16252,0.04994,0.0034617,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.0017131,0.011913
0.050275,0,0.072342,0.068273,0.16252,0.04994,0.0034632,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.0017131,0.011914
0.050273,0,0.072341,0.068273,0.16252,0.049941,0.0034647,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.001713,0.011914
0.05027,0,0.072341,0.068272,0.16252,0.049941,0.0034663,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.001713,0.011915
0.050268,0,0.07234,0.068272,0.16252,0.049941,0.0034678,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.001713,0.011916
0.050265,0,0.07234,0.068272,0.16252,0.049942,0.0034693,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012003,0.001713,0.011917
0.050263,0,0.072339,0.068272,0.16252,0.049942,0.0034709,1.9962e-005,0.016248,0.15437,0,0.070382,0.32212,0,0,0,0.0044248,0.012002,0.001713,0.011917
